iter	F1	Logloss
334	0.8637479627	0.09012637935
335	0.8637479627	0.09007037125
336	0.8637479627	0.08998755081
337	0.8637479627	0.08993490501
338	0.8637479627	0.08984229195
339	0.8637479627	0.08979441542
340	0.8638091584	0.08977379662
341	0.8638091584	0.08971929609
342	0.8638091584	0.08971769357
343	0.8638091584	0.08964220941
344	0.8638091584	0.08952076235
345	0.864606527	0.089437328
346	0.864606527	0.08936138839
347	0.864606527	0.08928948697
348	0.864606527	0.08914982865
349	0.864606527	0.08909826189
350	0.864606527	0.0890418276
351	0.864606527	0.08901738809
352	0.864606527	0.08889197851
353	0.864606527	0.08883782639
354	0.864606527	0.08879345358
355	0.864606527	0.08874355922
356	0.864606527	0.08865130742
357	0.864606527	0.08863368982
358	0.864606527	0.08861298195
359	0.864606527	0.08859106543
360	0.864606527	0.08857449757
361	0.864606527	0.08855885909
362	0.864606527	0.08848742499
363	0.8654027771	0.088421596
364	0.8654027771	0.08838129531
365	0.864606527	0.08831474216
366	0.864606527	0.08829502502
367	0.864606527	0.08822411961
368	0.864606527	0.08820927098
369	0.864606527	0.08813109901
370	0.864606527	0.08810859498
371	0.864606527	0.08807408751
372	0.8646677449	0.08802613421
373	0.864606527	0.08794346544
374	0.8654027771	0.08787679133
375	0.8654027771	0.08777679129
376	0.8654027771	0.08772689192
377	0.8654027771	0.08769921241
378	0.8654027771	0.08768039236
379	0.8654027771	0.08762005475
380	0.8654027771	0.08760078098
381	0.8654027771	0.08755160255
382	0.8654027771	0.08752220744
383	0.8654027771	0.08746193542
384	0.8654027771	0.08740166136
385	0.8654027771	0.08731349855
386	0.8654027771	0.08719802691
387	0.8654027771	0.0871430647
388	0.8654027771	0.08710974991
389	0.8654027771	0.08705825439
390	0.8654027771	0.08700325434
391	0.8654027771	0.08694942321
392	0.8654027771	0.08692255662
393	0.8654027771	0.08686634769
394	0.8654027771	0.08682638245
395	0.8654027771	0.08679305104
396	0.8654027771	0.08671824679
397	0.8654027771	0.08668169794
398	0.8654027771	0.08664954159
399	0.8654027771	0.08658823013
400	0.8654027771	0.08656804047
401	0.8654027771	0.0865233411
402	0.8654027771	0.0864970802
403	0.8654027771	0.08645821118
404	0.8654027771	0.08640975037
405	0.8654027771	0.08639171911
406	0.8654027771	0.08636582202
407	0.8654027771	0.0863431579
408	0.8654027771	0.08620040415
409	0.8654027771	0.08615816846
410	0.8654027771	0.08612257034
411	0.8654027771	0.08608810387
412	0.8661979112	0.08604441996
413	0.8661979112	0.08594400626
414	0.8661979112	0.08583426405
415	0.8661979112	0.08571796751
416	0.8661979112	0.08568313769
417	0.8661979112	0.08560141117
418	0.8661979112	0.08557742073
419	0.8661979112	0.08550356425
420	0.8661979112	0.08546309472
421	0.8661979112	0.08538899255
422	0.8661979112	0.08535039265
423	0.8661979112	0.08529376386
424	0.8661979112	0.08527240338
425	0.8661979112	0.08520569425
426	0.8661979112	0.08514523227
427	0.8661979112	0.08509081995
428	0.8661979112	0.08506521227
429	0.8661979112	0.08500301013
430	0.8661979112	0.08491666204
431	0.8661979112	0.08487870353
432	0.8661979112	0.08484441193
433	0.8661979112	0.08479132362
434	0.8661979112	0.08476196055
435	0.8661979112	0.08469103888
436	0.8661979112	0.08461949199
437	0.8661979112	0.0845913401
438	0.8661979112	0.08456471141
439	0.8661979112	0.08451599075
440	0.8669919316	0.08434987464
441	0.8669919316	0.08425077421
442	0.8669306824	0.08416006445
443	0.8669306824	0.08412774583
444	0.8669306824	0.08400072891
445	0.8669306824	0.08393421901
446	0.8661366752	0.08385423476
447	0.8661366752	0.08380880644
448	0.8661366752	0.08371179719
449	0.8661366752	0.08359616314
450	0.8661366752	0.08351185669
451	0.8661366752	0.08339708231
452	0.8661366752	0.08333755688
453	0.8661366752	0.08322695809
454	0.8661366752	0.08312633615
455	0.8661366752	0.08305341738
456	0.8661366752	0.08292248325
457	0.8661366752	0.08285910578
458	0.8661366752	0.0827953985
459	0.8661366752	0.08269631963
460	0.8661366752	0.08263889622
461	0.8661366752	0.08255317022
462	0.8661366752	0.08249913478
463	0.8661979112	0.08244568136
464	0.8661979112	0.08241685625
465	0.8661366752	0.08236645514
466	0.8661366752	0.08230565394
467	0.8661366752	0.08220941458
468	0.8661366752	0.08213210084
469	0.8661366752	0.08207771841
470	0.8661979112	0.08198966588
471	0.8661979112	0.08197310362
472	0.8661979112	0.0819032503
473	0.8661979112	0.08181040504
474	0.8661979112	0.08177051165
475	0.8661979112	0.0817054332
476	0.8669919316	0.08162239315
477	0.8669919316	0.08158051065
478	0.8669919316	0.08156734885
479	0.8669919316	0.08153120215
480	0.8669919316	0.08149280347
481	0.8669919316	0.08143982637
482	0.8669919316	0.08137308359
483	0.8669919316	0.08133011354
484	0.8669919316	0.08127477339
485	0.8669919316	0.08123608536
486	0.8669919316	0.08119184685
487	0.8669919316	0.08116081105
488	0.8669919316	0.08111244975
489	0.8670531894	0.08109498204
490	0.8670531894	0.08105954053
491	0.8670531894	0.08099416504
492	0.8670531894	0.08089649079
493	0.8670531894	0.08083480589
494	0.8670531894	0.08076364033
495	0.8670531894	0.08074347302
496	0.8670531894	0.08066554522
497	0.8670531894	0.08059548503
498	0.8670531894	0.08051308354
499	0.8670531894	0.08046068813
500	0.8670531894	0.08039686749
501	0.8670531894	0.08034844191
502	0.8670531894	0.0803047519
503	0.8670531894	0.08024304666
504	0.8670531894	0.08015377361
505	0.8670531894	0.08007144536
506	0.8678461116	0.08001274071
507	0.8678461116	0.07996366226
508	0.8686379246	0.07986686422
509	0.8686379246	0.07978014022
510	0.8686379246	0.07969857863
511	0.8678461116	0.07963762437
512	0.8670531894	0.07956135762
513	0.8670531894	0.07951668276
514	0.8678461116	0.0794605858
515	0.8678461116	0.07939007009
516	0.8678461116	0.07933783809
517	0.8678461116	0.07926238985
518	0.8678461116	0.07923503835
519	0.8678461116	0.07916824707
520	0.8678461116	0.07910168387
521	0.8678461116	0.07904312017
522	0.8678461116	0.07893780535
523	0.8678461116	0.0788735722
524	0.8678461116	0.07882885437
525	0.8678461116	0.07875623999
526	0.8678461116	0.07869801904
527	0.8678461116	0.0786435135
528	0.8678461116	0.07859577149
529	0.8678461116	0.07851960674
530	0.8678461116	0.07845839961
531	0.8678461116	0.07840377209
532	0.8686379246	0.07836977637
533	0.8686379246	0.07829283175
534	0.8686379246	0.07822356586
535	0.8686379246	0.07814402887
536	0.8686379246	0.07809107362
537	0.8686379246	0.07797028855
538	0.8686379246	0.07793736592
539	0.8686379246	0.07787184893
540	0.8686379246	0.0778186418
541	0.8686379246	0.07776123605
542	0.8686379246	0.07771786451
543	0.8686379246	0.07766746745
544	0.8686379246	0.07761182341
545	0.8686379246	0.07754427002
546	0.8686379246	0.07747118481
547	0.8686379246	0.07741308667
548	0.8686379246	0.07737185744
549	0.8686379246	0.07731739611
550	0.8686379246	0.07728752309
551	0.8686379246	0.07723478137
552	0.8686379246	0.0771874264
553	0.8686379246	0.0771321955
554	0.8686379246	0.07705959435
555	0.8686379246	0.0770206965
556	0.8686379246	0.07694994654
557	0.8686379246	0.07691137252
558	0.8686379246	0.07683680044
559	0.8686379246	0.07678107874
560	0.8686379246	0.07674608308
561	0.8686379246	0.07669811323
562	0.8686379246	0.07663065108
563	0.8686379246	0.07656736545
564	0.8686379246	0.07652528877
565	0.8686379246	0.07647818022
566	0.8686379246	0.07639564895
567	0.8686379246	0.0763500127
568	0.8686379246	0.07632669448
569	0.8686379246	0.07628139482
570	0.8686379246	0.07621765026
571	0.8686379246	0.07619524125
572	0.8686379246	0.07615673664
573	0.8686379246	0.07610354274
574	0.8686379246	0.07606665689
575	0.8686379246	0.07601361979
576	0.8686379246	0.0759401476
577	0.8686379246	0.07586944053
578	0.8686379246	0.07576669205
579	0.8686379246	0.07572472966
580	0.8686379246	0.07565684125
581	0.8686379246	0.07559275673
582	0.8694286309	0.07549775186
583	0.8694286309	0.07545922483
584	0.8694286309	0.07539789293
585	0.8694286309	0.07537479044
586	0.8686379246	0.07523346953
587	0.8686379246	0.07510815881
588	0.8686379246	0.07504838744
589	0.8686379246	0.07493808745
590	0.8686379246	0.07491405435
591	0.8686379246	0.07484833609
592	0.8686379246	0.0747939768
593	0.8686379246	0.07474049301
594	0.8686379246	0.07470288541
595	0.8694286309	0.07464757588
596	0.8686379246	0.07456506782
597	0.8686379246	0.07452305745
598	0.8686379246	0.07445390007
599	0.8686379246	0.07440499804
600	0.8686379246	0.07434277554
601	0.8686379246	0.07428143686
602	0.8686379246	0.07416137965
603	0.8686379246	0.0741140832
604	0.8686379246	0.07405412685
605	0.8686379246	0.07398364828
606	0.8686379246	0.07396052283
607	0.8686379246	0.0738964497
608	0.8686379246	0.07383816544
609	0.8686379246	0.07381476266
610	0.8686379246	0.07378521625
611	0.8686379246	0.07375195828
612	0.8686379246	0.07370204406
613	0.8686379246	0.07364279603
614	0.8686379246	0.0736160131
615	0.8686379246	0.07351218812
616	0.8686379246	0.07346714147
617	0.8686379246	0.07341779269
618	0.8686379246	0.07338522681
619	0.8686379246	0.07336058121
620	0.8686379246	0.07332768633
621	0.8686379246	0.07328070732
622	0.8686379246	0.07326060916
623	0.8686379246	0.07323013271
624	0.8686379246	0.07317355208
625	0.8686379246	0.07314601798
626	0.8694286309	0.07309732735
627	0.8694286309	0.07304655433
628	0.8694286309	0.07303053432
629	0.8694286309	0.07301037212
630	0.8694286309	0.07295880667
631	0.8694286309	0.07290775301
632	0.8694286309	0.07285284424
633	0.8694286309	0.07281018349
634	0.8694286309	0.07278471409
635	0.8694286309	0.07275881579
636	0.8694286309	0.07272597938
637	0.8694286309	0.0726737003
638	0.8694286309	0.07263511578
639	0.8694286309	0.07261154152
640	0.8694286309	0.07255000948
641	0.8694286309	0.072495091
642	0.8694286309	0.07244901471
643	0.8694286309	0.07241398176
644	0.8694286309	0.07236068941
645	0.8694286309	0.07233727664
646	0.8694286309	0.0722997408
647	0.8686379246	0.07223193128
648	0.8686379246	0.07217197115
649	0.8686379246	0.07215010081
650	0.8686379246	0.07210687025
651	0.8686379246	0.07207606466
652	0.8686379246	0.07203694823
653	0.8686379246	0.07199330539
654	0.8686379246	0.07193206913
655	0.8686379246	0.07188665896
656	0.8686379246	0.07182471605
657	0.8686379246	0.07175981722
658	0.8686379246	0.07174638531
659	0.8686379246	0.07172405468
660	0.8686379246	0.07169171813
661	0.8686379246	0.07163682585
662	0.8686379246	0.07156888188
663	0.8694286309	0.07152926138
664	0.8694286309	0.07150707305
665	0.8694286309	0.07150172796
666	0.8694286309	0.07144999049
667	0.8694286309	0.07137280591
668	0.8694286309	0.0712762958
669	0.8694286309	0.07112112121
670	0.8702182327	0.07106455498
671	0.8702182327	0.07101224656
672	0.8702182327	0.07096986725
673	0.8702182327	0.07092150474
674	0.8702182327	0.07086742066
675	0.8702182327	0.07083703688
676	0.8702182327	0.07076848882
677	0.8702182327	0.0707431408
678	0.8702182327	0.07069860538
679	0.8702182327	0.07065837795
680	0.8702182327	0.07061138243
681	0.8702182327	0.07059375526
682	0.8702182327	0.07055004516
683	0.8702182327	0.07051434193
684	0.8702182327	0.0704983648
685	0.8702182327	0.07046902865
686	0.8702182327	0.07041054725
687	0.8710067323	0.0703716569
688	0.8710067323	0.07034278235
689	0.8710067323	0.07029922172
690	0.8710067323	0.07026248722
691	0.8710067323	0.07021939203
692	0.8710067323	0.07018655457
693	0.8710067323	0.07012634157
694	0.8710067323	0.07009341305
695	0.8710067323	0.0700786498
696	0.8710067323	0.07002694873
697	0.8710067323	0.06998581846
698	0.8710067323	0.06995417372
699	0.8702182327	0.06993056791
700	0.8710067323	0.06990780448
701	0.8710067323	0.06984270478
702	0.8710067323	0.06980280522
703	0.8710067323	0.06978155317
704	0.8710067323	0.06978044348
705	0.8710067323	0.06973117955
706	0.8710067323	0.06968381128
707	0.8717941321	0.06963812577
708	0.8717941321	0.06959957513
709	0.8717941321	0.06959856065
710	0.8717941321	0.06957552224
711	0.8717941321	0.06950489195
712	0.8717941321	0.06946437621
713	0.8717941321	0.06941549535
714	0.8717941321	0.06938038547
715	0.8717941321	0.06932724462
716	0.8717941321	0.06923002181
717	0.8717941321	0.06918652094
718	0.8717941321	0.06911481429
719	0.8717941321	0.06909460526
720	0.8717941321	0.06903305766
721	0.8717941321	0.06901427803
722	0.8725804343	0.06897805892
723	0.8725804343	0.0689457011
724	0.8725804343	0.0688906274
725	0.8725804343	0.06887341795
726	0.8725804343	0.06885775271
727	0.8725804343	0.0688226745
728	0.8725804343	0.06876283282
729	0.8725804343	0.06873718586
730	0.8725804343	0.06869608388
731	0.8725804343	0.06866722381
732	0.8725804343	0.06866631296
733	0.8725804343	0.0686151518
734	0.8725804343	0.06854370137
735	0.8725804343	0.06847216614
736	0.8725804343	0.06844395601
737	0.8725804343	0.06840125425
738	0.8725804343	0.06837196708
739	0.8725804343	0.06835550597
740	0.8725804343	0.068322616
741	0.8725804343	0.06829101745
742	0.8725804343	0.06822557545
743	0.8725804343	0.06817207886
744	0.8725804343	0.06810852402
745	0.8725804343	0.06808188803
746	0.8725804343	0.06804054712
747	0.8725804343	0.06797843617
748	0.8725804343	0.06796599222
749	0.8725804343	0.06790040048
750	0.8725804343	0.06783079264
751	0.8725804343	0.06778691921
752	0.8725804343	0.06767336119
753	0.8725804343	0.06765975819
754	0.8725804343	0.06763343078
755	0.8725804343	0.06757130632
756	0.8725804343	0.06752511654
757	0.8725804343	0.06748826164
758	0.8725804343	0.06744842857
759	0.8725804343	0.06739761538
760	0.8725804343	0.06733735864
761	0.8725804343	0.06724351791
762	0.8725804343	0.06719276836
763	0.8725804343	0.06715219333
764	0.8725804343	0.06709941828
765	0.8725804343	0.06706071361
766	0.8725804343	0.0670594967
767	0.8725804343	0.06696416276
768	0.8725804343	0.0669151199
769	0.8725804343	0.06686127946
770	0.8725804343	0.06681055879
771	0.8725804343	0.06675903784
772	0.8725804343	0.0667023613
773	0.8725804343	0.0666657453
774	0.8725804343	0.06663158904
775	0.8725804343	0.0666304297
776	0.8725804343	0.06657562757
777	0.8725804343	0.06654277149
778	0.8725804343	0.06648579333
779	0.8725804343	0.06643391649
780	0.8725804343	0.06640601322
781	0.8725804343	0.06635748149
782	0.8733656412	0.06634336764
783	0.8733656412	0.06630508535
784	0.8733656412	0.06619637175
785	0.8733656412	0.06614354696
786	0.8733656412	0.06611492794
787	0.8733656412	0.06608118577
788	0.8733656412	0.06601243267
789	0.8733656412	0.06597450616
790	0.8733656412	0.06582280982
791	0.8733656412	0.06573311886
792	0.8733656412	0.06569225204
793	0.8733656412	0.06556632771
794	0.8733656412	0.0655123411
795	0.8733656412	0.06547673382
796	0.8733656412	0.06540194155
797	0.8741497552	0.06533366859
798	0.8741497552	0.06526192616
799	0.8741497552	0.06525948686
